variable_1,variable_2,correlacion,metodo,correlacion_abs,nivel_alerta,familia_1,tipo_1,familia_2,tipo_2,misma_familia,comentario
zona_centro,zona_sur,-0.9658388087587987,Tetracorica,0.9658388087587987,alta,territorio,dicotomica,territorio,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
zona_centro,zona_sur,-0.9658305934140735,MixedCor,0.9658305934140735,alta,territorio,dicotomica,territorio,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
ing_personal,quintil_5,0.7563813691905806,MixedCor,0.7563813691905806,alta,ingresos,continua,ingresos,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
mod_ED,edad_18_24,0.7023473752357534,MixedCor,0.7023473752357534,alta,modulo,dicotomica,edad,dicotomica,NO,Revisar: posible asociacion fuerte entre bloques distintos
mod_ED,edad_18_24,0.7023285979043171,Tetracorica,0.7023285979043171,alta,modulo,dicotomica,edad,dicotomica,NO,Revisar: posible asociacion fuerte entre bloques distintos
edad_18_24,edad_65mas,-0.6646133349357617,Tetracorica,0.6646133349357617,moderada,edad,dicotomica,edad,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
edad_18_24,edad_65mas,-0.6645915889711624,MixedCor,0.6645915889711624,moderada,edad,dicotomica,edad,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
T_mod_10h,mod_TC,-0.6557617015698243,MixedCor,0.6557617015698243,moderada,tiempo_modulo,continua,modulo,dicotomica,NO,Revisar con cautela: asociacion moderada entre bloques distintos
ing_personal,educ_universitaria,0.6085707451364727,MixedCor,0.6085707451364727,moderada,ingresos,continua,educacion,dicotomica,NO,Revisar con cautela: asociacion moderada entre bloques distintos
zona_centro,zona_sur,-0.5511242478760313,Pearson,0.5511242478760313,moderada,territorio,dicotomica,territorio,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
zona_centro,zona_sur,-0.5511242478760313,Spearman,0.5511242478760313,moderada,territorio,dicotomica,territorio,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
edad_18_24,vive_pareja,-0.5384218001806995,MixedCor,0.5384218001806995,moderada,edad,dicotomica,hogar,dicotomica,NO,Revisar con cautela: asociacion moderada entre bloques distintos
edad_18_24,vive_pareja,-0.5384093647960907,Tetracorica,0.5384093647960907,moderada,edad,dicotomica,hogar,dicotomica,NO,Revisar con cautela: asociacion moderada entre bloques distintos
mod_ED,edad_65mas,-0.5209656366324038,Tetracorica,0.5209656366324038,moderada,modulo,dicotomica,edad,dicotomica,NO,Revisar con cautela: asociacion moderada entre bloques distintos
mod_ED,edad_65mas,-0.5209325069683409,MixedCor,0.5209325069683409,moderada,modulo,dicotomica,edad,dicotomica,NO,Revisar con cautela: asociacion moderada entre bloques distintos
quintil_5,ing_personal,0.5113863670167779,Pearson,0.5113863670167779,moderada,ingresos,dicotomica,ingresos,continua,SI,Correlacion esperable dentro del mismo bloque de variables
n_profesionales,educ_tecnica,0.5109598034062808,MixedCor,0.5109598034062808,moderada,hogar,continua,educacion,dicotomica,NO,Revisar con cautela: asociacion moderada entre bloques distintos
educ_secundaria,educ_tecnica,-0.5076637731818503,MixedCor,0.5076637731818503,moderada,educacion,dicotomica,educacion,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
educ_secundaria,educ_tecnica,-0.5076632658316824,Tetracorica,0.5076632658316824,moderada,educacion,dicotomica,educacion,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
n_profesionales,educ_universitaria,0.5037586453866933,MixedCor,0.5037586453866933,moderada,hogar,continua,educacion,dicotomica,NO,Revisar con cautela: asociacion moderada entre bloques distintos
n_profesionales,quintil_5,0.4994322414955689,MixedCor,0.4994322414955689,baja,hogar,continua,ingresos,dicotomica,NO,Baja o manejable
quintil_3,quintil_4,-0.4986542318053753,MixedCor,0.4986542318053753,baja,ingresos,dicotomica,ingresos,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
quintil_3,quintil_4,-0.4986538610661704,Tetracorica,0.4986538610661704,baja,ingresos,dicotomica,ingresos,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
n_profesionales,educ_secundaria,-0.49520573889808206,MixedCor,0.49520573889808206,baja,hogar,continua,educacion,dicotomica,NO,Baja o manejable
educ_secundaria,educ_universitaria,-0.48982660746597206,Tetracorica,0.48982660746597206,baja,educacion,dicotomica,educacion,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
educ_secundaria,educ_universitaria,-0.489824935718546,MixedCor,0.489824935718546,baja,educacion,dicotomica,educacion,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
mod_ED,edad_18_24,0.48708352412783534,Pearson,0.48708352412783534,baja,modulo,dicotomica,edad,dicotomica,NO,Baja o manejable
mod_ED,edad_18_24,0.48708352412783534,Spearman,0.48708352412783534,baja,modulo,dicotomica,edad,dicotomica,NO,Baja o manejable
quintil_3,quintil_5,-0.47172912670471256,Tetracorica,0.47172912670471256,baja,ingresos,dicotomica,ingresos,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
quintil_3,quintil_5,-0.4717275059072682,MixedCor,0.4717275059072682,baja,ingresos,dicotomica,ingresos,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
educ_tecnica,educ_universitaria,-0.4653667388223693,Tetracorica,0.4653667388223693,baja,educacion,dicotomica,educacion,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
educ_tecnica,educ_universitaria,-0.46536512380945544,MixedCor,0.46536512380945544,baja,educacion,dicotomica,educacion,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
quintil_4,quintil_5,-0.458835507356516,Tetracorica,0.458835507356516,baja,ingresos,dicotomica,ingresos,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
quintil_4,quintil_5,-0.45883320482568946,MixedCor,0.45883320482568946,baja,ingresos,dicotomica,ingresos,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
mod_ED,vive_pareja,-0.4552887580310099,MixedCor,0.4552887580310099,baja,modulo,dicotomica,hogar,dicotomica,NO,Baja o manejable
mod_ED,vive_pareja,-0.45527270830762956,Tetracorica,0.45527270830762956,baja,modulo,dicotomica,hogar,dicotomica,NO,Baja o manejable
educ_universitaria,ing_personal,0.4423559863543542,Pearson,0.4423559863543542,baja,educacion,dicotomica,ingresos,continua,NO,Baja o manejable
mod_TD,mod_TC,-0.4392131049595501,MixedCor,0.4392131049595501,baja,modulo,dicotomica,modulo,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
mod_TD,mod_TC,-0.43918755488830374,Tetracorica,0.43918755488830374,baja,modulo,dicotomica,modulo,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
mod_TC,T_mod_10h,-0.4289870283666646,Spearman,0.4289870283666646,baja,modulo,dicotomica,tiempo_modulo,continua,NO,Baja o manejable
educ_universitaria,ing_personal,0.4262869702018648,Spearman,0.4262869702018648,baja,educacion,dicotomica,ingresos,continua,NO,Baja o manejable
mod_TC,T_mod_10h,-0.4199644671142433,Pearson,0.4199644671142433,baja,modulo,dicotomica,tiempo_modulo,continua,NO,Baja o manejable
n_trabajadores,edad_65mas,-0.4123046107010891,MixedCor,0.4123046107010891,baja,hogar,continua,edad,dicotomica,NO,Baja o manejable
n_profesionales,educ_tecnica,0.39513658812295066,Spearman,0.39513658812295066,baja,hogar,continua,educacion,dicotomica,NO,Baja o manejable
n_profesionales,educ_universitaria,0.3940010678820591,Spearman,0.3940010678820591,baja,hogar,continua,educacion,dicotomica,NO,Baja o manejable
modulo_modelo,edad_modelo,0.3931739286666213,Cramer V base larga,0.3931739286666213,baja,modulo,categorica_nominal,edad,categorica_ordinal,NO,Baja o manejable
n_profesionales,educ_secundaria,-0.3897788124015638,Spearman,0.3897788124015638,baja,hogar,continua,educacion,dicotomica,NO,Baja o manejable
mod_TD,mod_CP,-0.38838966711029177,MixedCor,0.38838966711029177,baja,modulo,dicotomica,modulo,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
mod_TD,mod_CP,-0.3883875185071327,Tetracorica,0.3883875185071327,baja,modulo,dicotomica,modulo,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
quintil_5,ing_personal,0.3877755441398194,Spearman,0.3877755441398194,baja,ingresos,dicotomica,ingresos,continua,SI,Correlacion esperable dentro del mismo bloque de variables
n_profesionales,educ_tecnica,0.3807854366781162,Pearson,0.3807854366781162,baja,hogar,continua,educacion,dicotomica,NO,Baja o manejable
educ_secundaria,educ_tecnica,-0.3782887167284671,Pearson,0.3782887167284671,baja,educacion,dicotomica,educacion,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
educ_secundaria,educ_tecnica,-0.3782887167284671,Spearman,0.3782887167284671,baja,educacion,dicotomica,educacion,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
edad_18_24,educ_secundaria,0.3763245401097566,MixedCor,0.3763245401097566,baja,edad,dicotomica,educacion,dicotomica,NO,Baja o manejable
edad_18_24,educ_secundaria,0.3763185721817734,Tetracorica,0.3763185721817734,baja,edad,dicotomica,educacion,dicotomica,NO,Baja o manejable
n_profesionales,educ_secundaria,-0.3708220227292027,Pearson,0.3708220227292027,baja,hogar,continua,educacion,dicotomica,NO,Baja o manejable
n_profesionales,educ_universitaria,0.3661704974244067,Pearson,0.3661704974244067,baja,hogar,continua,educacion,dicotomica,NO,Baja o manejable
mod_TD,mod_ED,-0.36125547730435453,MixedCor,0.36125547730435453,baja,modulo,dicotomica,modulo,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
mod_TD,mod_ED,-0.36125203322537147,Tetracorica,0.36125203322537147,baja,modulo,dicotomica,modulo,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
edad_18_24,educ_universitaria,-0.35026548686910697,MixedCor,0.35026548686910697,baja,edad,dicotomica,educacion,dicotomica,NO,Baja o manejable
edad_18_24,educ_universitaria,-0.3502582567383842,Tetracorica,0.3502582567383842,baja,edad,dicotomica,educacion,dicotomica,NO,Baja o manejable
educ_secundaria,educ_universitaria,-0.34715679553834505,Pearson,0.34715679553834505,baja,educacion,dicotomica,educacion,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
educ_secundaria,educ_universitaria,-0.347156795538345,Spearman,0.347156795538345,baja,educacion,dicotomica,educacion,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
ing_personal,edad_18_24,-0.3444000292725697,MixedCor,0.3444000292725697,baja,ingresos,continua,edad,dicotomica,NO,Baja o manejable
educ_universitaria,quintil_5,0.343842344027346,MixedCor,0.343842344027346,baja,educacion,dicotomica,ingresos,dicotomica,NO,Baja o manejable
educ_universitaria,quintil_5,0.3438378989657769,Tetracorica,0.3438378989657769,baja,educacion,dicotomica,ingresos,dicotomica,NO,Baja o manejable
T_mod_10h,mod_CP,-0.34156673063341675,MixedCor,0.34156673063341675,baja,tiempo_modulo,continua,modulo,dicotomica,NO,Baja o manejable
educ_tecnica,educ_universitaria,-0.340920710492852,Pearson,0.340920710492852,baja,educacion,dicotomica,educacion,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
educ_tecnica,educ_universitaria,-0.340920710492852,Spearman,0.340920710492852,baja,educacion,dicotomica,educacion,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
n_trabajadores,n_profesionales,0.34067997146512247,Pearson,0.34067997146512247,baja,hogar,continua,hogar,continua,SI,Correlacion esperable dentro del mismo bloque de variables
n_trabajadores,n_profesionales,0.34067997146512247,MixedCor,0.34067997146512247,baja,hogar,continua,hogar,continua,SI,Correlacion esperable dentro del mismo bloque de variables
n_profesionales,quintil_5,0.33766410696072124,Pearson,0.33766410696072124,baja,hogar,continua,ingresos,dicotomica,NO,Baja o manejable
educacion_modelo,quintil_modelo,0.33334612457860874,Policorica ordinales persona,0.33334612457860874,baja,educacion,categorica_ordinal,ingresos,categorica_ordinal,NO,Baja o manejable
n_profesionales,quintil_5,0.33194059332572484,Spearman,0.33194059332572484,baja,hogar,continua,ingresos,dicotomica,NO,Baja o manejable
mod_TD,mod_TC,-0.3318807830420347,Spearman,0.3318807830420347,baja,modulo,dicotomica,modulo,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
mod_TD,mod_TC,-0.33188078304203467,Pearson,0.33188078304203467,baja,modulo,dicotomica,modulo,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
mod_CP,edad_65mas,0.3300042108548432,MixedCor,0.3300042108548432,baja,modulo,dicotomica,edad,dicotomica,NO,Baja o manejable
mod_CP,edad_65mas,0.3300039807339623,Tetracorica,0.3300039807339623,baja,modulo,dicotomica,edad,dicotomica,NO,Baja o manejable
ing_personal,mod_ED,-0.32989078291444,MixedCor,0.32989078291444,baja,ingresos,continua,modulo,dicotomica,NO,Baja o manejable
n_trabajadores,n_profesionales,0.3277234844518837,Spearman,0.3277234844518837,baja,hogar,continua,hogar,continua,SI,Correlacion esperable dentro del mismo bloque de variables
educ_universitaria,quintil_5,0.32015951427175665,Pearson,0.32015951427175665,baja,educacion,dicotomica,ingresos,dicotomica,NO,Baja o manejable
educ_universitaria,quintil_5,0.32015951427175665,Spearman,0.32015951427175665,baja,educacion,dicotomica,ingresos,dicotomica,NO,Baja o manejable
mod_TD,edad_65mas,0.3097002184151526,Tetracorica,0.3097002184151526,baja,modulo,dicotomica,edad,dicotomica,NO,Baja o manejable
mod_TD,edad_65mas,0.3096964850869865,MixedCor,0.3096964850869865,baja,modulo,dicotomica,edad,dicotomica,NO,Baja o manejable
T_mod_10h,mod_TD,-0.3021703607018857,MixedCor,0.3021703607018857,baja,tiempo_modulo,continua,modulo,dicotomica,NO,Baja o manejable
edad_18_24,ing_personal,-0.3017019227349078,Spearman,0.3017019227349078,baja,edad,dicotomica,ingresos,continua,NO,Baja o manejable
mod_TC,mod_CP,-0.29736113603700465,Tetracorica,0.29736113603700465,baja,modulo,dicotomica,modulo,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
mod_TC,mod_CP,-0.29735044644343905,MixedCor,0.29735044644343905,baja,modulo,dicotomica,modulo,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
n_trabajadores,quintil_5,0.2948516228945545,MixedCor,0.2948516228945545,baja,hogar,continua,ingresos,dicotomica,NO,Baja o manejable
mod_ED,educ_secundaria,0.27574188263946603,MixedCor,0.27574188263946603,baja,modulo,dicotomica,educacion,dicotomica,NO,Baja o manejable
mod_ED,educ_secundaria,0.2757341196064177,Tetracorica,0.2757341196064177,baja,modulo,dicotomica,educacion,dicotomica,NO,Baja o manejable
ing_personal,female,-0.27439632581240475,MixedCor,0.27439632581240475,baja,ingresos,continua,sexo,dicotomica,NO,Baja o manejable
edad_modelo,pareja_modelo,0.27377303441254786,Cramer V persona,0.27377303441254786,baja,edad,categorica_ordinal,hogar,categorica_nominal,NO,Baja o manejable
edad_65mas,n_trabajadores,-0.2720995517592179,Spearman,0.2720995517592179,baja,edad,dicotomica,hogar,continua,NO,Baja o manejable
edad_modelo,educacion_modelo,0.2718327111845231,Cramer V persona,0.2718327111845231,baja,edad,categorica_ordinal,educacion,categorica_ordinal,NO,Baja o manejable
mod_TC,mod_ED,-0.2701772471654802,Tetracorica,0.2701772471654802,baja,modulo,dicotomica,modulo,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
mod_TC,mod_ED,-0.2701687239867848,MixedCor,0.2701687239867848,baja,modulo,dicotomica,modulo,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
edad_modelo,educacion_modelo,0.2670129649485112,Cramer V base larga,0.2670129649485112,baja,edad,categorica_ordinal,educacion,categorica_ordinal,NO,Baja o manejable
edad_modelo,pareja_modelo,0.26568926040966234,Cramer V base larga,0.26568926040966234,baja,edad,categorica_ordinal,hogar,categorica_nominal,NO,Baja o manejable
edad_65mas,n_trabajadores,-0.26165522114304357,Pearson,0.26165522114304357,baja,edad,dicotomica,hogar,continua,NO,Baja o manejable
edad_18_24,vive_pareja,-0.2615748276552492,Pearson,0.2615748276552492,baja,edad,dicotomica,hogar,dicotomica,NO,Baja o manejable
edad_18_24,vive_pareja,-0.2615748276552492,Spearman,0.2615748276552492,baja,edad,dicotomica,hogar,dicotomica,NO,Baja o manejable
ing_personal,educ_secundaria,-0.26059145351425195,MixedCor,0.26059145351425195,baja,ingresos,continua,educacion,dicotomica,NO,Baja o manejable
mod_TC,vive_pareja,0.2557513636378235,Tetracorica,0.2557513636378235,baja,modulo,dicotomica,hogar,dicotomica,NO,Baja o manejable
mod_TC,vive_pareja,0.25575098544045227,MixedCor,0.25575098544045227,baja,modulo,dicotomica,hogar,dicotomica,NO,Baja o manejable
quintil_3,quintil_4,-0.2543450330779631,Pearson,0.2543450330779631,baja,ingresos,dicotomica,ingresos,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
quintil_3,quintil_4,-0.2543450330779631,Spearman,0.2543450330779631,baja,ingresos,dicotomica,ingresos,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
n_trabajadores,vive_pareja,0.2506925993113875,MixedCor,0.2506925993113875,baja,hogar,continua,hogar,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
female,ing_personal,-0.25059709701633376,Spearman,0.25059709701633376,baja,sexo,dicotomica,ingresos,continua,NO,Baja o manejable
mod_TD,T_mod_10h,-0.24906904561520246,Spearman,0.24906904561520246,baja,modulo,dicotomica,tiempo_modulo,continua,NO,Baja o manejable
mod_ED,educ_universitaria,-0.24781307150570311,MixedCor,0.24781307150570311,baja,modulo,dicotomica,educacion,dicotomica,NO,Baja o manejable
mod_ED,educ_universitaria,-0.24780110805167901,Tetracorica,0.24780110805167901,baja,modulo,dicotomica,educacion,dicotomica,NO,Baja o manejable
mod_ED,ing_personal,-0.2400388484819961,Spearman,0.2400388484819961,baja,modulo,dicotomica,ingresos,continua,NO,Baja o manejable
mod_TD,T_mod_10h,-0.23860080515403767,Pearson,0.23860080515403767,baja,modulo,dicotomica,tiempo_modulo,continua,NO,Baja o manejable
n_trabajadores,quintil_4,0.23821633829508218,MixedCor,0.23821633829508218,baja,hogar,continua,ingresos,dicotomica,NO,Baja o manejable
T_mod_10h,mod_ED,0.23764425793932975,MixedCor,0.23764425793932975,baja,tiempo_modulo,continua,modulo,dicotomica,NO,Baja o manejable
